Symbols,Score,min_ranking,median_ranking
DEDD,0.4325497287522604,404.0,9135.0
MPZL1,0.4325497287522604,218.0,8949.0
PPIAL4F,0.4325497287522604,2441.0,11172.0
MICALL2,0.432446396280031,611.0,9340.0
HOXD4,0.432446396280031,133.0,8862.0
HPS1,0.4323947300439163,15.0,8743.0
PP2D1,0.4323947300439163,861.0,9589.0
BBS5,0.4323947300439163,14.0,8742.0
MRPL11,0.4323430638078016,160.0,8887.0
TNRC6A,0.4323430638078016,332.0,9059.0
RBM17,0.4323430638078016,488.0,9215.0
NUFIP2,0.4322913975716869,1653.0,10379.0
BOK,0.4322397313355722,749.0,9474.0
GTF2F2,0.4322397313355722,62.0,8787.0
TRAT1,0.43208473262722813,116.0,8838.0
GPAT3,0.4320330663911134,10331.0,19052.0
UBAC2,0.4320330663911134,126.0,8847.0
ALDH16A1,0.4320330663911134,196.0,8917.0
PMEPA1,0.4318780676827693,585.0,9303.0
POLE3,0.4318780676827693,125.0,8843.0
GAR1,0.43182640144665463,1.0,8718.0
TNFRSF12A,0.43177473521053994,541.0,9257.0
MTA3,0.43177473521053994,881.0,9597.0
PAPLN,0.43177473521053994,160.0,8876.0
SNORD73A,0.4317230689744252,11017.0,19732.0
MIR5698,0.4317230689744252,11019.0,19734.0
TRMT2B,0.4317230689744252,68.0,8783.0
TDRD3,0.4316197365021958,202.0,8915.0
ARAP2,0.4315680702660811,1243.0,9955.0
PKD2L1,0.43151640402996644,56.0,8767.0
BARHL1,0.43151640402996644,49.0,8760.0
FEM1C,0.4314647377938517,390.0,9100.0
ENY2,0.431413071557737,700.0,9409.0
FMC1-LUC7L2,0.431413071557737,570.0,9279.0
MTG1,0.4313614053216223,296.0,9004.0
C11ORF91,0.4313614053216223,10152.0,18860.0
HOXC9,0.4313097390855076,279.0,8986.0
ZNF501,0.4313097390855076,474.0,9181.0
CCR6,0.4313097390855076,146.0,8853.0
LGALS9,0.43125807284939294,275.0,8981.0
CPA4,0.43125807284939294,259.0,8965.0
MTMR4,0.43125807284939294,743.0,9449.0
MTMR14,0.43123223973133556,284.0,8989.5
RASSF5,0.43120640661327825,34.0,8739.0
SLC9A4,0.43120640661327825,87.0,8792.0
RCOR2,0.43120640661327825,1134.0,9839.0
SPOPL,0.4311547403771635,535.0,9239.0
ABCC12,0.4311030741410488,560.0,9263.0
H2AW,0.4311030741410488,688.0,9391.0
SERPINB1,0.4311030741410488,122.0,8825.0
SRP68,0.4311030741410488,69.0,8772.0
SRCIN1,0.4311030741410488,717.0,9420.0
VSX1,0.4310514079049341,2.0,8704.0
ADAMTSL1,0.4310514079049341,49.0,8751.0
CPD,0.4310514079049341,1094.0,9796.0
ANAPC7,0.4310514079049341,171.0,8873.0
MAP4K5,0.43099974166881944,406.0,9107.0
VEZT,0.43099974166881944,10.0,8711.0
MIR3196,0.43099974166881944,11015.0,19716.0
PROC,0.43099974166881944,22.0,8723.0
CCL7,0.43094807543270475,263.0,8963.0
MIR4699,0.43094807543270475,11018.0,19718.0
MEPCE,0.43094807543270475,1448.0,10148.0
CSDC2,0.43094807543270475,779.0,9479.0
CDH20,0.43089640919659,1326.0,10025.0
ELOVL3,0.43089640919659,54.0,8753.0
TAF12,0.43089640919659,241.0,8940.0
TIPIN,0.4308447429604753,90.0,8788.0
MARK4,0.4307930767243606,124.0,8821.0
MIR544B,0.4307930767243606,11021.0,19718.0
UBXN8,0.4307930767243606,771.0,9468.0
PAXBP1,0.4307930767243606,1083.0,9780.0
MIR3125,0.43074141048824593,11016.0,19712.0
DCAKD,0.43074141048824593,86.0,8782.0
POLR1E,0.43074141048824593,43.0,8739.0
PPP2R3B,0.43074141048824593,1003.0,9699.0
ISG20,0.43074141048824593,116.0,8812.0
GPR39,0.43063807801601656,454.0,9148.0
GPRC5B,0.43063807801601656,420.0,9114.0
AAR2,0.43063807801601656,1180.0,9874.0
TOX2,0.43063807801601656,1118.0,9812.0
USP29,0.4305864117799018,755.0,9448.0
EDEM1,0.4305864117799018,37.0,8730.0
DOK3,0.4305347455437871,288.0,8980.0
CYP2AB1P,0.4305347455437871,10432.0,19124.0
PHF1,0.4305347455437871,17.0,8709.0
SDHAF2,0.43048307930767243,2.0,8693.0
KLRD1,0.43037974683544306,97.0,8786.0
DGKD,0.43037974683544306,422.0,9111.0
PCDH11Y,0.43037974683544306,10766.0,19455.0
SLC24A1,0.43037974683544306,32.0,8721.0
CADM3,0.4303539137173857,28.0,8716.5
MRPL45,0.43032808059932837,146.0,8834.0
IAPP,0.43032808059932837,4.0,8692.0
IL17F,0.43032808059932837,123.0,8811.0
PTGER1,0.4302764143632136,698.0,9385.0
SFTPD,0.4302764143632136,6.0,8693.0
AFF3,0.43022474812709893,882.0,9568.0
BTBD9,0.43017308189098424,270.0,8955.0
PPP6R2,0.43012141565486955,592.0,9276.0
GTF2A2,0.43012141565486955,128.0,8812.0
TMTC2,0.43012141565486955,499.0,9183.0
TNFRSF9,0.4300955825368122,437.0,9120.5
NIF3L1,0.43006974941875487,37.0,8720.0
YIPF5,0.43006974941875487,272.0,8955.0
FKBP11,0.42996641694652543,159.0,8840.0
CORIN,0.42991475071041074,108.0,8788.0
GRIN3A,0.42991475071041074,53.0,8733.0
FOXD2,0.42986308447429605,322.0,9001.0
ARFRP1,0.42981141823818136,453.0,9131.0
NIFK,0.42981141823818136,249.0,8927.0
NUP205,0.42970808576595193,5.0,8681.0
CIAO2B,0.42965641952983724,195.0,8870.0
LYVE1,0.42965641952983724,7.0,8682.0
UQCC2,0.42960475329372255,126.0,8800.0
GRIK5,0.42960475329372255,172.0,8846.0
ZC4H2,0.42955308705760786,6.0,8679.0
CLCNKA,0.42944975458537843,1.0,8672.0
MED24,0.42944975458537843,416.0,9087.0
PIR,0.42934642211314905,151.0,8820.0
LSAMP,0.42934642211314905,583.0,9252.0
RTL10,0.42934642211314905,760.0,9429.0
QTRT2,0.4292430896409197,716.0,9383.0
RAB29,0.429191423404805,29.0,8695.0
DPP9,0.429191423404805,242.0,8908.0
MTG2,0.42913975716869024,132.0,8797.0
METTL7B,0.42913975716869024,409.0,9074.0
MRPS15,0.42903642469646086,117.0,8780.0
THOC3,0.42898475846034617,762.0,9424.0
CTNS,0.42898475846034617,35.0,8697.0
CMBL,0.4288814259881168,543.0,9203.0
SPOCK3,0.4288814259881168,1488.0,10148.0
LRRC4C,0.42882975975200205,570.0,9229.0
CPA1,0.42882975975200205,27.0,8686.0
GPR107,0.42877809351588736,141.0,8799.0
ANO6,0.42877809351588736,356.0,9014.0
ZC3H4,0.42872642727977267,58.0,8715.0
EIF5AL1,0.42872642727977267,335.0,8992.0
CCDC88C,0.4287005941617153,226.0,8882.5
ADGRB1,0.428674761043658,846.0,9502.0
DNASE1L2,0.428674761043658,371.0,9027.0
RTN4IP1,0.42851976233531386,56.0,8709.0
XYLT2,0.42851976233531386,51.0,8704.0
TMEM132A,0.42846809609919917,381.0,9033.0
PARVB,0.42846809609919917,130.0,8782.0
LINC02446,0.42846809609919917,11087.0,19739.0
COA8,0.4283647636269698,105.0,8755.0
DERA,0.4283130973908551,41.0,8690.0
ABLIM3,0.42826143115474036,803.0,9451.0
MPND,0.42826143115474036,820.0,9468.0
MOSPD2,0.42820976491862567,977.0,9624.0
RALGPS1,0.42820976491862567,849.0,9496.0
MIR1227,0.42820976491862567,11013.0,19660.0
YY2,0.42820976491862567,256.0,8903.0
YOD1,0.42820976491862567,257.0,8904.0
DYNC2I1,0.42820976491862567,39.0,8686.0
MIR3148,0.42820976491862567,11014.0,19661.0
ENAM,0.42818393180056835,45.0,8691.5
KIAA1549,0.42818393180056835,27.0,8673.5
SEC22A,0.428158098682511,292.0,8938.0
ARHGEF25,0.428158098682511,326.0,8972.0
PPFIA3,0.428158098682511,381.0,9027.0
CGN,0.4281064324463963,209.0,8854.0
ZC3HC1,0.4280547662102816,297.0,8941.0
COX7A1,0.4280547662102816,94.0,8738.0
RGS12,0.4280547662102816,805.0,9449.0
MFSD10,0.4280547662102816,103.0,8747.0
RYBP,0.4280547662102816,450.0,9094.0
CYS1,0.42795143373805217,74.0,8716.0
SFI1,0.4278997675019375,123.0,8764.0
NUP160,0.4278481012658228,20.0,8660.0
FRMD8P1,0.4278481012658228,11059.0,19699.0
TSHZ3,0.4277964350297081,749.0,9388.0
CCRL2,0.4277964350297081,289.0,8928.0
EIF3G,0.4277447687935934,247.0,8885.0
MCOLN3,0.4277447687935934,159.0,8797.0
PATL1,0.427641436321364,1327.0,9963.0
TXNDC16,0.427641436321364,458.0,9094.0
PLIN3,0.427641436321364,19.0,8655.0
ACTR5,0.427641436321364,781.0,9417.0
COX20,0.4275897700852493,38.0,8673.0
LINC00607,0.4275381038491346,11074.0,19708.0
SGSM3,0.4275381038491346,644.0,9278.0
ADAM22,0.4274864376130199,195.0,8828.0
OTUD7B,0.4274864376130199,179.0,8812.0
IRX2,0.4274864376130199,139.0,8772.0
TIPARP,0.4274864376130199,41.0,8674.0
BBS7,0.42746060449496254,19.0,8651.5
SLC37A3,0.42740893825884785,511.0,9142.5
PIP5KL1,0.4273831051407905,172.0,8803.0
SKA1,0.4273831051407905,236.0,8867.0
ZFP42,0.4273314389046758,135.0,8765.0
KMT5B,0.4273314389046758,338.0,8968.0
SH3RF3,0.4273314389046758,710.0,9340.0
CLVS1,0.4272797726685611,1960.0,10589.0
MLC1,0.4272539395505037,52.0,8680.5
MOB2,0.4272281064324464,833.0,9461.0
RAB33A,0.4272281064324464,850.0,9478.0
VWCE,0.4271764401963317,467.0,9094.0
MTMR8,0.4271764401963317,515.0,9142.0
ST8SIA1,0.4271764401963317,109.0,8736.0
CA13,0.427124773960217,225.0,8851.0
MIR1469,0.427124773960217,11022.0,19648.0
UBP1,0.4270731077241023,96.0,8721.0
MKLN1,0.4270731077241023,753.0,9378.0
ECHDC2,0.4270731077241023,46.0,8671.0
RAB3B,0.4270214414879876,287.0,8911.0
RASEF,0.4269697752518729,1380.0,10003.0
H2BU1,0.4269697752518729,2215.0,10838.0
GNG3,0.4269181090157582,30.0,8652.0
TNFRSF19,0.4269181090157582,480.0,9102.0
P3H1,0.42689227589770085,16.0,8637.5
ZNF41,0.4267631103074141,122.0,8741.0
ZCCHC14,0.4267631103074141,1511.0,10130.0
SRP19,0.4267372771893568,162.0,8780.5
PIGT,0.4266597778351847,281.0,8898.0
LAT,0.4266597778351847,77.0,8694.0
DGKI,0.42660811159907003,384.0,9000.0
RMND5A,0.42660811159907003,543.0,9159.0
KCNE1,0.4265564453629553,14.0,8629.0
PPIL2,0.4265564453629553,1048.0,9663.0
ENDOV,0.4265047791268406,102.0,8716.0
BRIX1,0.4264531128907259,467.0,9080.0
MLYCD,0.4264531128907259,39.0,8652.0
NHLH2,0.4264531128907259,95.0,8708.0
RAB3IP,0.4264014466546112,24.0,8636.0
CPSF6,0.4264014466546112,221.0,8833.0
MPC1,0.42627228106432447,79.0,8688.5
ACOX3,0.4262464479462671,9.0,8618.0
MSL3,0.4261947817101524,956.0,9564.0
DHX37,0.426091449237923,284.0,8890.0
CEP250,0.42603978300180834,101.0,8706.0
HIGD1AP1,0.42603978300180834,11129.0,19734.0
NACC2,0.42603978300180834,912.0,9517.0
GATD3A,0.42603978300180834,279.0,8884.0
INTS1,0.42601394988375096,550.0,9154.5
AP1G2,0.4259881167656936,51.0,8655.0
CCL20,0.4259881167656936,132.0,8736.0
LPAR2,0.4259881167656936,126.0,8730.0
SUGP1,0.4259881167656936,492.0,9096.0
MRPL23,0.4259364505295789,166.0,8769.0
HAGH,0.4259364505295789,220.0,8823.0
ADAL,0.4259364505295789,79.0,8682.0
NCDN,0.4258331180573495,548.0,9149.0
DIRC3,0.4258331180573495,183.0,8784.0
SEPTIN11,0.42578145182123484,404.0,9004.0
MACROH2A2,0.42578145182123484,56.0,8656.0
ACBD3,0.42578145182123484,173.0,8773.0
ARL6IP1,0.42572978558512015,12.0,8611.0
PDE9A,0.4256781193490054,381.0,8979.0
KISS1,0.4256781193490054,3.0,8601.0
NME9,0.4256781193490054,122.0,8720.0
GPA33,0.425574786876776,486.0,9082.0
DYNC1LI2,0.425574786876776,143.0,8739.0
MBD2,0.425574786876776,137.0,8733.0
HOXB8,0.42552312064066133,461.0,9056.0
SPAG6,0.42552312064066133,10.0,8605.0
RNF130,0.42547145440454665,357.0,8951.0
DRAP1,0.42547145440454665,717.0,9311.0
LRTOMT,0.42541978816843196,129.0,8722.0
PJA1,0.42541978816843196,1030.0,9623.0
IGHA1,0.42541978816843196,10738.0,19331.0
PAN2,0.4253681219323172,619.0,9211.0
TFCP2L1,0.4253681219323172,55.0,8647.0
ANGPTL2,0.4253681219323172,153.0,8745.0
VIPAS39,0.4253164556962025,39.0,8630.0
KHDRBS2,0.42521312322397314,2128.0,10717.0
PGGT1B,0.42516145698785845,335.0,8923.0
NAP1L3,0.42500645827951433,1723.0,10308.0
ASB14,0.42495479204339964,413.0,8997.0
COL15A1,0.42495479204339964,44.0,8628.0
AFF1,0.42495479204339964,376.0,8960.0
FNDC1,0.42490312580728495,249.0,8832.0
PTPRH,0.42490312580728495,736.0,9319.0
KPTN,0.42485145957117026,86.0,8668.0
ATP5F1E,0.4247997933350555,19.0,8600.0
AGMAT,0.4247997933350555,92.0,8673.0
SNX13,0.4247997933350555,1248.0,9829.0
NCAPH2,0.42474812709894083,51.0,8631.0
SYCP3,0.42474812709894083,1.0,8581.0
ISL2,0.42469646086282614,49.0,8628.0
KCNK5,0.42469646086282614,88.0,8667.0
ZNF618,0.42469646086282614,801.0,9380.0
PPP1R16B,0.424541462154482,806.0,9382.0
HAUS3,0.424541462154482,200.0,8776.0
CLEC7A,0.424541462154482,11.0,8587.0
LIN28B-AS1,0.42448979591836733,11149.0,19724.0
ASB1,0.42448979591836733,163.0,8738.0
ERH,0.42443812968225264,367.0,8941.0
KCNJ4,0.42443812968225264,33.0,8607.0
MKRN1,0.42438646344613795,205.0,8778.0
CHIT1,0.42438646344613795,25.0,8598.0
KIF12,0.4242831309739086,248.0,8819.0
TNNI1,0.4242831309739086,3.0,8574.0
RCE1,0.4242831309739086,7.0,8578.0
JRK,0.4242831309739086,6.0,8577.0
RBP3,0.4242572978558512,111.0,8681.5
MAN1B1,0.42423146473779383,18.0,8588.0
KLHL6,0.42423146473779383,1007.0,9577.0
FGD5-AS1,0.42417979850167914,11155.0,19724.0
AMN1,0.42417979850167914,886.0,9455.0
LSM8,0.42412813226556445,495.0,9063.0
MRPL20,0.42407646602944976,124.0,8691.0
NEIL1,0.42402479979333507,29.0,8595.0
C20ORF141,0.42402479979333507,11107.0,19673.0
FCGR1B,0.42402479979333507,718.0,9284.0
ME3,0.42402479979333507,76.0,8642.0
DCTN6,0.4239731335572204,275.0,8840.0
NUCKS1,0.4239731335572204,959.0,9524.0
FRY,0.42386980108499095,825.0,9388.0
SMPD3,0.42386980108499095,190.0,8753.0
RASGRP2,0.42386980108499095,94.0,8657.0
DRG1,0.42381813484887626,1064.0,9626.0
CYP2C23P,0.42381813484887626,10582.0,19144.0
NEXN,0.42376646861276157,13.0,8574.0
RANBP6,0.4237148023766469,1078.0,9638.0
PKP3,0.42366313614053214,2.0,8561.0
TCL1A,0.42361146990441745,189.0,8747.0
MIR4267,0.42355980366830276,11151.0,19708.0
PRDM9,0.42355980366830276,98.0,8655.0
HACD2,0.42355980366830276,383.0,8940.0
GNPTG,0.42350813743218807,30.0,8586.0
LSM7,0.4234564711960734,537.0,9092.0
ITIH2,0.4234564711960734,87.0,8642.0
SPATA21,0.42335313872384395,836.0,9389.0
SH2D3C,0.42335313872384395,1411.0,9964.0
WDR64,0.42335313872384395,898.0,9451.0
MEP1A,0.42335313872384395,117.0,8670.0
MICA,0.42330147248772926,423.0,8975.0
DPPA4,0.42324980625161457,164.0,8715.0
HINFP,0.42324980625161457,797.0,9348.0
DDAH2,0.42324980625161457,378.0,8929.0
CCL19,0.4231464737793852,298.0,8847.0
UPP2,0.4231464737793852,242.0,8791.0
STAC,0.4231464737793852,38.0,8587.0
SNORD83B,0.4231464737793852,11152.0,19701.0
SPIB,0.4231464737793852,138.0,8687.0
ZNF703,0.42309480754327045,613.0,9161.0
ELOVL7,0.42309480754327045,115.0,8663.0
TBCA,0.42304314130715576,282.0,8829.0
CBLC,0.42299147507104107,73.0,8619.0
DISP1,0.4229398088349264,81.0,8626.0
CHRNA9,0.4229398088349264,20.0,8565.0
KDSR,0.4228881425988117,156.0,8700.0
RPL29,0.4228881425988117,20.0,8564.0
PITPNB,0.422836476362697,312.0,8855.0
SPRED2,0.422836476362697,291.0,8834.0
TTLL5,0.42281064324463963,144.0,8686.5
DMTN,0.42278481012658226,79.0,8621.0
ZNF622,0.42278481012658226,1006.0,9548.0
ACOT8,0.42273314389046757,19.0,8560.0
PSD3,0.42273314389046757,600.0,9141.0
MARCHF6,0.4226814776543529,599.0,9139.0
DNAJB7,0.4226298114182382,880.0,9419.0
HR,0.4226298114182382,6.0,8545.0
TBC1D9,0.4225781451821235,969.0,9507.0
LACC1,0.4225264789460088,23.0,8560.0
TENT5A,0.4225264789460088,254.0,8791.0
LVRN,0.42247481270989407,498.0,9034.0
CNGA3,0.4224231464737794,25.0,8560.0
LDLRAP1,0.4224231464737794,232.0,8767.0
ARHGEF9,0.4223714802376647,3.0,8537.0
TICAM1,0.42231981400155,130.0,8663.0
TAX1BP3,0.4222681477654353,2222.0,10754.0
MT1E,0.4222681477654353,149.0,8681.0
TBC1D31,0.4222681477654353,166.0,8698.0
NXF5,0.4221648152932059,1.0,8531.0
PPP4R2,0.4220614828209765,335.0,8863.0
SGCB,0.4220356497029191,4.0,8531.5
MOXD1,0.4219581503487471,220.0,8746.0
DOK2,0.4219581503487471,148.0,8674.0
GET1,0.4219581503487471,290.0,8816.0
KCNA4,0.4219064841126324,29.0,8554.0
RABGAP1,0.421803151640403,472.0,8995.0
RAB27B,0.4217514854042883,2.0,8524.0
RAB40B,0.4215964866959442,657.0,9176.0
ST3GAL5,0.4215448204598295,77.0,8595.0
CFC1,0.4215189873417722,4.0,8521.5
SLC7A2,0.4214931542237148,171.0,8688.0
RIDA,0.4214414879876001,276.0,8792.0
DMRT2,0.4214414879876001,84.0,8600.0
ZNF131,0.4214414879876001,1391.0,9907.0
RBPJL,0.4213898217514854,37.0,8552.0
TMEM256-PLSCR3,0.4211831568070266,1318.0,9829.0
GJA4,0.42115732368896924,52.0,8562.5
MICAL3,0.4211314905709119,305.0,8815.0
HYAL1,0.4211314905709119,12.0,8522.0
PGAM4,0.42107982433479724,36.0,8545.0
LCTL,0.42107982433479724,183.0,8692.0
KDM4D,0.4209764918625678,298.0,8805.0
GPR17,0.4209764918625678,113.0,8620.0
LPCAT2,0.4208731593903384,81.0,8586.0
CNIH1,0.4208731593903384,785.0,9290.0
RHPN1,0.4208731593903384,480.0,8985.0
ZNF185,0.4208731593903384,218.0,8723.0
UQCRB,0.42084732627228105,12.0,8516.5
SLCO1B3,0.42082149315422374,14.0,8518.0
KCNJ9,0.42082149315422374,138.0,8642.0
DDX19B,0.420769826918109,758.0,9261.0
THUMPD1,0.420769826918109,1357.0,9860.0
SMYD5,0.4207181606819943,442.0,8944.0
THOC5,0.4207181606819943,780.0,9282.0
RAPH1,0.42056316197365023,210.0,8709.0
MED6,0.4204598295014208,268.0,8765.0
DOK1,0.4204081632653061,213.0,8709.0
SLC6A11,0.4203564970291914,217.0,8712.0
NDC1,0.42030483079307673,150.0,8644.0
RTL1,0.42025316455696204,1538.0,10031.0
WDR45,0.4202014983208473,33.0,8525.0
ANKDD1A,0.4200981658486179,1623.0,10113.0
PDE7A,0.4200981658486179,425.0,8915.0
PRKRA,0.42002066649444586,20.0,8508.5
OSR1,0.4198398346680444,51.0,8536.0
RIN3,0.41978816843192973,330.0,8814.0
BICD1,0.41978816843192973,498.0,8982.0
CLEC2B,0.41973650219581504,333.0,8816.0
GSTA4,0.41963316972358566,350.0,8831.0
CYP4A11,0.4195815034874709,185.0,8665.0
KCNJ3,0.4195815034874709,37.0,8517.0
ZWINT,0.41952983725135623,112.0,8591.0
TAF9B,0.41947817101524154,555.0,9033.0
KCNJ15,0.41947817101524154,28.0,8506.0
SRP72,0.41947817101524154,426.0,8904.0
ARID5A,0.41947817101524154,1036.0,9514.0
TSTD1,0.41937483854301216,325.0,8801.0
RAMP2,0.41937483854301216,654.0,9130.0
VPS28,0.4193231723068974,341.0,8816.0
NDUFAF2,0.4192456729527254,6.0,8479.5
VTRNA1-2,0.41921983983466804,11215.0,19688.0
MAK16,0.41921983983466804,964.0,9437.0
RP1,0.41921983983466804,226.0,8699.0
P4HTM,0.41911650736243866,49.0,8520.0
MMP27,0.41911650736243866,404.0,8875.0
RAB28,0.4190906742443813,64.0,8534.5
APOL1,0.4190906742443813,44.0,8514.5
LSM2,0.419064841126324,463.0,8933.0
TENM4,0.41901317489020923,47.0,8516.0
CHRM4,0.41901317489020923,221.0,8690.0
KCTD15,0.41901317489020923,227.0,8696.0
PRPF4,0.4189873417721519,368.0,8836.5
HRG,0.41885817618186516,2.0,8468.0
ARHGAP29,0.41880650994575047,641.0,9106.0
STRADA,0.4187548437096357,52.0,8516.0
ASMTL,0.4187548437096357,377.0,8841.0
HES6,0.41870317747352104,416.0,8879.0
CDHR1,0.41870317747352104,204.0,8667.0
HOOK3,0.41870317747352104,203.0,8666.0
RAB38,0.41865151123740635,4.0,8466.0
CACNA2D3,0.4185740118832343,69.0,8529.5
XRCC2,0.41854817876517697,5.0,8465.0
ANXA9,0.41854817876517697,467.0,8927.0
ZBTB4,0.4184965125290623,568.0,9027.0
PDE8A,0.4184965125290623,349.0,8808.0
PRKD3,0.4184965125290623,531.0,8990.0
OVCA2,0.4184965125290623,231.0,8690.0
UPF3A,0.41844484629294754,59.0,8517.0
BCORL1,0.41844484629294754,354.0,8812.0
MRPL9,0.41844484629294754,152.0,8610.0
PHKG2,0.41844484629294754,10.0,8468.0
GLOD4,0.41839318005683285,280.0,8737.0
RHBDL2,0.41839318005683285,1072.0,9529.0
KLHL3,0.41836734693877553,96.0,8552.5
PROCR,0.41834151382071816,18.0,8474.0
CYP3A7,0.41828984758460347,86.0,8541.0
ELF4,0.4182640144665461,126.0,8580.5
PDE1C,0.41813484887625935,217.0,8669.0
CIB4,0.41808318264014466,504.0,8955.0
MBNL2,0.41808318264014466,184.0,8635.0
ZHX2,0.41803151640402997,97.0,8547.0
TAB3,0.41803151640402997,131.0,8581.0
SEC14L2,0.41803151640402997,264.0,8714.0
CYP2A13,0.4179798501679153,323.0,8772.0
AGTPBP1,0.4179281839318006,695.0,9143.0
UNC5A,0.4179281839318006,187.0,8635.0
HEXIM1,0.4179281839318006,86.0,8534.0
BLVRB,0.4179281839318006,258.0,8706.0
KCTD1,0.4179023508137432,188.0,8635.5
MCRS1,0.41787651769568585,560.0,9007.0
DCLRE1A,0.41787651769568585,20.0,8467.0
NELFCD,0.41787651769568585,243.0,8690.0
RPL39L,0.41782485145957116,135.0,8581.0
PAFAH1B2,0.41782485145957116,191.0,8637.0
POMK,0.41779901834151384,1.0,8446.5
DIO3,0.41777318522345647,18.0,8463.0
ARHGAP27,0.41777318522345647,546.0,8991.0
FAM74A4,0.4177215189873418,11204.0,19648.0
LYRM4,0.4176698527512271,25.0,8468.0
ANKH,0.4176698527512271,34.0,8477.0
RASL10A,0.4176181865151124,420.0,8862.0
ZC3H3,0.4176181865151124,2197.0,10639.0
GPR180,0.41756652027899765,239.0,8680.0
SPNS2,0.41754068716094034,65.0,8505.5
MARCHF2,0.41751485404288297,672.0,9112.0
PCID2,0.41751485404288297,1135.0,9575.0
IGF2-AS,0.41751485404288297,11197.0,19637.0
MAST3,0.4174115215706536,222.0,8660.0
MAFA,0.4174115215706536,2.0,8440.0
ADAM19,0.4174115215706536,371.0,8809.0
IER3IP1,0.41730818909842415,54.0,8490.0
GALNT2,0.41730818909842415,221.0,8657.0
KCNJ16,0.41728235598036684,46.0,8481.5
PON2,0.41725652286230946,250.0,8685.0
LRR1,0.41725652286230946,270.0,8705.0
GSTK1,0.4172048566261948,41.0,8475.0
TRIOBP,0.41717902350813746,921.0,9354.5
SMPDL3B,0.4171531903900801,38.0,8471.0
APOA5,0.4171531903900801,3.0,8436.0
POU2F3,0.4171531903900801,38.0,8471.0
B3GNTL1,0.4171015241539654,25.0,8457.0
MYBPHL,0.4171015241539654,190.0,8622.0
CD1C,0.4171015241539654,388.0,8820.0
MAP1LC3B2,0.4170498579178507,328.0,8759.0
ASAP3,0.4170498579178507,1353.0,9784.0
LTO1,0.4170498579178507,1014.0,9445.0
REXO1,0.41699819168173596,798.0,9228.0
PSMC3IP,0.41697235856367865,65.0,8494.5
ARSH,0.4169465254456213,4.0,8433.0
H2AC21,0.4169465254456213,698.0,9127.0
WTAP,0.4169465254456213,566.0,8995.0
ALG1L,0.4169465254456213,62.0,8491.0
ZNF536,0.4168948592095066,945.0,9373.0
WDR26,0.4168431929733919,1765.0,10192.0
SNRPC,0.4167398605011625,539.0,8964.0
BCAP29,0.4166881942650478,990.0,9414.0
KCNN3,0.4166365280289331,33.0,8456.0
CXCR5,0.4166365280289331,197.0,8620.0
TACR3,0.4165848617928184,24.0,8446.0
SAMD12-AS1,0.4165848617928184,11312.0,19734.0
DYNC2LI1,0.4165848617928184,3.0,8425.0
C1RL-AS1,0.4165331955567037,11278.0,19699.0
PTPN7,0.416481529320589,644.0,9064.0
RTRAF,0.416481529320589,151.0,8571.0
EPS8L2,0.41645569620253164,271.0,8690.5
ETNPPL,0.41642986308447427,509.0,8928.0
GPC2,0.41642986308447427,36.0,8455.0
DZIP3,0.4163781968483596,2107.0,10525.0
PRPH2,0.41635236373030227,187.0,8604.5
CDC37L1,0.4163265306122449,1269.0,9686.0
TUT1,0.4163265306122449,1238.0,9655.0
GSTA1,0.4162231981400155,328.0,8743.0
DHRS4,0.4161715319039008,28.0,8442.0
RGS20,0.4161198656677861,796.0,9209.0
ZNF274,0.4161198656677861,560.0,8973.0
RALGDS,0.4161198656677861,4.0,8417.0
JPH4,0.4160681994316714,217.0,8629.0
GTF2E1,0.4160681994316714,12.0,8424.0
DGCR2,0.4160681994316714,596.0,9008.0
MTRNR2L11,0.4160681994316714,10342.0,18754.0
P2RY6,0.415964866959442,1114.0,9524.0
PRCC,0.4159132007233273,13.0,8422.0
NPHP4,0.4159132007233273,3.0,8412.0
TMBIM1,0.4159132007233273,192.0,8601.0
ZNRF3-AS1,0.4159132007233273,11323.0,19732.0
PCDH9,0.4158615344872126,98.0,8506.0
KCNE2,0.4158615344872126,5.0,8413.0
ARHGEF3,0.4158615344872126,232.0,8640.0
PDE6D,0.4158098682510979,10.0,8417.0
MIR4711,0.4157582020149832,11328.0,19734.0
STK26,0.4157582020149832,71.0,8477.0
SGO1,0.4157323688969259,64.0,8469.5
BLOC1S2,0.4157065357788685,4.0,8409.0
CCNY,0.4157065357788685,1263.0,9668.0
TTI1,0.4157065357788685,606.0,9011.0
DNAAF2,0.4156548695427538,191.0,8595.0
MIR1279,0.41560320330663914,11321.0,19724.0
HIVEP1,0.41560320330663914,175.0,8578.0
MIR4689,0.41560320330663914,11329.0,19732.0
SF3B2,0.41560320330663914,551.0,8954.0
C1GALT1,0.41560320330663914,57.0,8460.0
DMWD,0.41560320330663914,230.0,8633.0
STXBP5,0.41560320330663914,135.0,8538.0
NRIP3,0.4155515370705244,1870.0,10272.0
CARNS1,0.4155515370705244,550.0,8952.0
ERI1,0.4154998708344097,825.0,9226.0
PDE6G,0.4154740377163524,136.0,8536.5
MIR1913,0.415448204598295,11332.0,19732.0
EPPK1,0.415448204598295,55.0,8455.0
AKAP6,0.4153965383621803,139.0,8538.0
AKAP11,0.4153965383621803,353.0,8752.0
AADAT,0.4153965383621803,144.0,8543.0
