disease	diseasegroup	#diseasegenes	network	knowledgecategory	percgenesinnetwork	trainingtype	auprg	auc	Type	ntop	#tp	recall	precision	f1	matthews_corrcoef	baccuracy
Acute_rhabdomyolysis	NA	58	physicalBIOGRID	PPI	96.552	Random	-0.933	0.769	32	32.0	0.45	0.026	0.014	0.018	0.018	0.512
Acute_rhabdomyolysis	NA	58	physicalBIOGRID	PPI	96.552	Random	-0.933	0.769	4	4.0	0.0	0.0	0.0	0.0	-0.0	0.5
Acute_rhabdomyolysis	NA	58	physicalBIOGRID	PPI	96.552	Random	-0.933	0.769	512	512.0	4.45	0.262	0.009	0.017	0.043	0.616
Acute_rhabdomyolysis	NA	58	physicalBIOGRID	PPI	96.552	Random	-0.933	0.769	63	63.0	0.9	0.053	0.014	0.022	0.026	0.525
Acute_rhabdomyolysis	NA	58	physicalBIOGRID	PPI	96.552	Random	-0.933	0.769	7	7.0	0.05	0.003	0.007	0.004	0.004	0.501
Acute_rhabdomyolysis	NA	58	physicalBIOGRID	PPI	96.552	Random	-0.933	0.769	n	58.0	0.7	0.041	0.012	0.019	0.021	0.519
Acute_rhabdomyolysis	NA	58	physicalBIOGRID	PPI	96.552	Random	-0.933	0.769	t	17.0	0.25	0.015	0.015	0.015	0.014	0.507
Acute_rhabdomyolysis	NA	58	experimentalSTRING	PPI	100.0	Random	-0.126	0.847	1	1.0	0.0	0.0	0.0	0.0	-0.0	0.5
Acute_rhabdomyolysis	NA	58	experimentalSTRING	PPI	100.0	Random	-0.126	0.847	1024	1024.0	8.7	0.512	0.008	0.017	0.06	0.727
Acute_rhabdomyolysis	NA	58	experimentalSTRING	PPI	100.0	Random	-0.126	0.847	127	127.0	3.2	0.188	0.025	0.044	0.067	0.591
Acute_rhabdomyolysis	NA	58	experimentalSTRING	PPI	100.0	Random	-0.126	0.847	16	16.0	0.45	0.026	0.028	0.027	0.026	0.513
Acute_rhabdomyolysis	NA	58	experimentalSTRING	PPI	100.0	Random	-0.126	0.847	2	2.0	0.0	0.0	0.0	0.0	-0.0	0.5
Acute_rhabdomyolysis	NA	58	experimentalSTRING	PPI	100.0	Random	-0.126	0.847	256	256.0	5.6	0.329	0.022	0.041	0.082	0.658
Acute_rhabdomyolysis	NA	58	experimentalSTRING	PPI	100.0	Random	-0.126	0.847	32	32.0	0.85	0.05	0.027	0.035	0.035	0.524
Acute_rhabdomyolysis	NA	58	experimentalSTRING	PPI	100.0	Random	-0.126	0.847	4	4.0	0.0	0.0	0.0	0.0	-0.0	0.5
Acute_rhabdomyolysis	NA	58	experimentalSTRING	PPI	100.0	Random	-0.126	0.847	512	512.0	7.25	0.426	0.014	0.027	0.074	0.699
Acute_rhabdomyolysis	NA	58	experimentalSTRING	PPI	100.0	Random	-0.126	0.847	63	63.0	1.75	0.103	0.028	0.044	0.052	0.55
Acute_rhabdomyolysis	NA	58	experimentalSTRING	PPI	100.0	Random	-0.126	0.847	7	7.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	experimentalSTRING	PPI	100.0	Random	-0.126	0.847	n	58.0	1.6	0.094	0.028	0.043	0.049	0.545
Acute_rhabdomyolysis	NA	58	experimentalSTRING	PPI	100.0	Random	-0.126	0.847	t	17.0	0.45	0.026	0.026	0.026	0.026	0.513
Acute_rhabdomyolysis	NA	58	neighborhoodSTRING	GENOMIC	67.241	Random	0.312	0.551	1	1.0	0.05	0.003	0.05	0.006	0.011	0.501
Acute_rhabdomyolysis	NA	58	neighborhoodSTRING	GENOMIC	67.241	Random	0.312	0.551	1024	1024.0	7.55	0.444	0.007	0.015	0.028	0.593
Acute_rhabdomyolysis	NA	58	neighborhoodSTRING	GENOMIC	67.241	Random	0.312	0.551	127	127.0	2.85	0.168	0.022	0.04	0.051	0.568
Acute_rhabdomyolysis	NA	58	neighborhoodSTRING	GENOMIC	67.241	Random	0.312	0.551	16	16.0	0.7	0.041	0.044	0.042	0.038	0.519
Acute_rhabdomyolysis	NA	58	neighborhoodSTRING	GENOMIC	67.241	Random	0.312	0.551	2	2.0	0.1	0.006	0.05	0.011	0.016	0.503
Acute_rhabdomyolysis	NA	58	neighborhoodSTRING	GENOMIC	67.241	Random	0.312	0.551	256	256.0	5.05	0.297	0.02	0.037	0.062	0.617
Acute_rhabdomyolysis	NA	58	neighborhoodSTRING	GENOMIC	67.241	Random	0.312	0.551	32	32.0	1.0	0.059	0.031	0.041	0.037	0.525
Acute_rhabdomyolysis	NA	58	neighborhoodSTRING	GENOMIC	67.241	Random	0.312	0.551	4	4.0	0.2	0.012	0.05	0.019	0.022	0.505
Acute_rhabdomyolysis	NA	58	neighborhoodSTRING	GENOMIC	67.241	Random	0.312	0.551	512	512.0	6.85	0.403	0.013	0.026	0.054	0.638
Acute_rhabdomyolysis	NA	58	neighborhoodSTRING	GENOMIC	67.241	Random	0.312	0.551	63	63.0	1.85	0.109	0.029	0.046	0.049	0.547
Acute_rhabdomyolysis	NA	58	neighborhoodSTRING	GENOMIC	67.241	Random	0.312	0.551	7	7.0	0.35	0.021	0.05	0.029	0.029	0.509
Acute_rhabdomyolysis	NA	58	neighborhoodSTRING	GENOMIC	67.241	Random	0.312	0.551	n	58.0	1.7	0.1	0.029	0.045	0.047	0.543
Acute_rhabdomyolysis	NA	58	neighborhoodSTRING	GENOMIC	67.241	Random	0.312	0.551	t	17.0	0.75	0.044	0.044	0.044	0.04	0.52
Acute_rhabdomyolysis	NA	58	fusionSTRING	GENOMIC	67.241	Random	0.127	0.524	1	1.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	fusionSTRING	GENOMIC	67.241	Random	0.127	0.524	1024	1024.0	5.05	0.297	0.005	0.01	0.019	0.566
Acute_rhabdomyolysis	NA	58	fusionSTRING	GENOMIC	67.241	Random	0.127	0.524	127	127.0	2.2	0.129	0.017	0.031	0.04	0.555
Acute_rhabdomyolysis	NA	58	fusionSTRING	GENOMIC	67.241	Random	0.127	0.524	16	16.0	0.35	0.021	0.022	0.021	0.019	0.509
Acute_rhabdomyolysis	NA	58	fusionSTRING	GENOMIC	67.241	Random	0.127	0.524	2	2.0	0.15	0.009	0.075	0.016	0.025	0.504
Acute_rhabdomyolysis	NA	58	fusionSTRING	GENOMIC	67.241	Random	0.127	0.524	256	256.0	2.95	0.174	0.012	0.022	0.035	0.566
Acute_rhabdomyolysis	NA	58	fusionSTRING	GENOMIC	67.241	Random	0.127	0.524	32	32.0	0.5	0.029	0.016	0.02	0.018	0.512
Acute_rhabdomyolysis	NA	58	fusionSTRING	GENOMIC	67.241	Random	0.127	0.524	4	4.0	0.35	0.021	0.088	0.033	0.041	0.51
Acute_rhabdomyolysis	NA	58	fusionSTRING	GENOMIC	67.241	Random	0.127	0.524	512	512.0	4.15	0.244	0.008	0.016	0.031	0.581
Acute_rhabdomyolysis	NA	58	fusionSTRING	GENOMIC	67.241	Random	0.127	0.524	63	63.0	1.95	0.115	0.031	0.049	0.055	0.552
Acute_rhabdomyolysis	NA	58	fusionSTRING	GENOMIC	67.241	Random	0.127	0.524	7	7.0	0.35	0.021	0.05	0.029	0.03	0.51
Acute_rhabdomyolysis	NA	58	fusionSTRING	GENOMIC	67.241	Random	0.127	0.524	n	58.0	1.9	0.112	0.033	0.051	0.056	0.551
Acute_rhabdomyolysis	NA	58	fusionSTRING	GENOMIC	67.241	Random	0.127	0.524	t	17.0	0.35	0.021	0.021	0.021	0.018	0.509
Acute_rhabdomyolysis	NA	58	coocurrenceSTRING	GENOMIC	60.345	Random	0.595	0.54	1	1.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	coocurrenceSTRING	GENOMIC	60.345	Random	0.595	0.54	1024	1024.0	6.05	0.356	0.006	0.012	0.0	0.501
Acute_rhabdomyolysis	NA	58	coocurrenceSTRING	GENOMIC	60.345	Random	0.595	0.54	127	127.0	4.8	0.282	0.038	0.067	0.089	0.62
Acute_rhabdomyolysis	NA	58	coocurrenceSTRING	GENOMIC	60.345	Random	0.595	0.54	16	16.0	0.65	0.038	0.041	0.039	0.034	0.516
Acute_rhabdomyolysis	NA	58	coocurrenceSTRING	GENOMIC	60.345	Random	0.595	0.54	2	2.0	0.15	0.009	0.075	0.016	0.024	0.504
Acute_rhabdomyolysis	NA	58	coocurrenceSTRING	GENOMIC	60.345	Random	0.595	0.54	256	256.0	5.45	0.321	0.021	0.04	0.063	0.617
Acute_rhabdomyolysis	NA	58	coocurrenceSTRING	GENOMIC	60.345	Random	0.595	0.54	32	32.0	2.45	0.144	0.077	0.1	0.098	0.567
Acute_rhabdomyolysis	NA	58	coocurrenceSTRING	GENOMIC	60.345	Random	0.595	0.54	4	4.0	0.2	0.012	0.05	0.019	0.021	0.505
Acute_rhabdomyolysis	NA	58	coocurrenceSTRING	GENOMIC	60.345	Random	0.595	0.54	512	512.0	6.05	0.356	0.012	0.023	0.036	0.59
Acute_rhabdomyolysis	NA	58	coocurrenceSTRING	GENOMIC	60.345	Random	0.595	0.54	63	63.0	4.15	0.244	0.066	0.104	0.117	0.612
Acute_rhabdomyolysis	NA	58	coocurrenceSTRING	GENOMIC	60.345	Random	0.595	0.54	7	7.0	0.3	0.018	0.043	0.025	0.024	0.508
Acute_rhabdomyolysis	NA	58	coocurrenceSTRING	GENOMIC	60.345	Random	0.595	0.54	n	58.0	4.05	0.238	0.07	0.108	0.12	0.61
Acute_rhabdomyolysis	NA	58	coocurrenceSTRING	GENOMIC	60.345	Random	0.595	0.54	t	17.0	0.65	0.038	0.038	0.038	0.033	0.516
Acute_rhabdomyolysis	NA	58	ThulMAP	COLOCALIZATION	48.276	Random	-0.407	0.304	1	1.0	0.0	0.0	0.0	0.0	-0.001	0.5
Acute_rhabdomyolysis	NA	58	ThulMAP	COLOCALIZATION	48.276	Random	-0.407	0.304	1024	1024.0	3.35	0.197	0.003	0.006	0.008	0.53
Acute_rhabdomyolysis	NA	58	ThulMAP	COLOCALIZATION	48.276	Random	-0.407	0.304	127	127.0	1.5	0.088	0.012	0.021	0.026	0.536
Acute_rhabdomyolysis	NA	58	ThulMAP	COLOCALIZATION	48.276	Random	-0.407	0.304	16	16.0	0.95	0.056	0.059	0.058	0.056	0.527
Acute_rhabdomyolysis	NA	58	ThulMAP	COLOCALIZATION	48.276	Random	-0.407	0.304	2	2.0	0.3	0.018	0.15	0.032	0.051	0.509
Acute_rhabdomyolysis	NA	58	ThulMAP	COLOCALIZATION	48.276	Random	-0.407	0.304	256	256.0	2.95	0.174	0.012	0.022	0.037	0.57
Acute_rhabdomyolysis	NA	58	ThulMAP	COLOCALIZATION	48.276	Random	-0.407	0.304	32	32.0	0.95	0.056	0.03	0.039	0.038	0.526
Acute_rhabdomyolysis	NA	58	ThulMAP	COLOCALIZATION	48.276	Random	-0.407	0.304	4	4.0	0.45	0.026	0.112	0.043	0.054	0.513
Acute_rhabdomyolysis	NA	58	ThulMAP	COLOCALIZATION	48.276	Random	-0.407	0.304	512	512.0	3.1	0.182	0.006	0.012	0.022	0.557
Acute_rhabdomyolysis	NA	58	ThulMAP	COLOCALIZATION	48.276	Random	-0.407	0.304	63	63.0	1.0	0.059	0.016	0.025	0.026	0.525
Acute_rhabdomyolysis	NA	58	ThulMAP	COLOCALIZATION	48.276	Random	-0.407	0.304	7	7.0	0.5	0.029	0.071	0.042	0.044	0.514
Acute_rhabdomyolysis	NA	58	ThulMAP	COLOCALIZATION	48.276	Random	-0.407	0.304	n	58.0	1.0	0.059	0.017	0.027	0.028	0.526
Acute_rhabdomyolysis	NA	58	ThulMAP	COLOCALIZATION	48.276	Random	-0.407	0.304	t	17.0	0.95	0.056	0.056	0.056	0.054	0.527
Acute_rhabdomyolysis	NA	58	celularComponentGO	COLOCALIZATION	22.414	Random	-4.678	0.151	1	1.0	0.3	0.018	0.3	0.033	0.072	0.509
Acute_rhabdomyolysis	NA	58	celularComponentGO	COLOCALIZATION	22.414	Random	-4.678	0.151	1024	1024.0	1.7	0.1	0.002	0.003	-0.03	0.403
Acute_rhabdomyolysis	NA	58	celularComponentGO	COLOCALIZATION	22.414	Random	-4.678	0.151	127	127.0	0.7	0.041	0.006	0.01	0.002	0.502
Acute_rhabdomyolysis	NA	58	celularComponentGO	COLOCALIZATION	22.414	Random	-4.678	0.151	16	16.0	0.7	0.041	0.044	0.042	0.038	0.518
Acute_rhabdomyolysis	NA	58	celularComponentGO	COLOCALIZATION	22.414	Random	-4.678	0.151	2	2.0	0.35	0.021	0.175	0.037	0.059	0.51
Acute_rhabdomyolysis	NA	58	celularComponentGO	COLOCALIZATION	22.414	Random	-4.678	0.151	256	256.0	1.0	0.059	0.004	0.007	-0.004	0.493
Acute_rhabdomyolysis	NA	58	celularComponentGO	COLOCALIZATION	22.414	Random	-4.678	0.151	32	32.0	0.7	0.041	0.022	0.029	0.024	0.516
Acute_rhabdomyolysis	NA	58	celularComponentGO	COLOCALIZATION	22.414	Random	-4.678	0.151	4	4.0	0.7	0.041	0.175	0.067	0.083	0.52
Acute_rhabdomyolysis	NA	58	celularComponentGO	COLOCALIZATION	22.414	Random	-4.678	0.151	512	512.0	1.1	0.065	0.002	0.004	-0.016	0.459
Acute_rhabdomyolysis	NA	58	celularComponentGO	COLOCALIZATION	22.414	Random	-4.678	0.151	63	63.0	0.7	0.041	0.011	0.018	0.012	0.512
Acute_rhabdomyolysis	NA	58	celularComponentGO	COLOCALIZATION	22.414	Random	-4.678	0.151	7	7.0	0.7	0.041	0.1	0.058	0.061	0.52
Acute_rhabdomyolysis	NA	58	celularComponentGO	COLOCALIZATION	22.414	Random	-4.678	0.151	n	58.0	0.7	0.041	0.012	0.019	0.013	0.512
Acute_rhabdomyolysis	NA	58	celularComponentGO	COLOCALIZATION	22.414	Random	-4.678	0.151	t	17.0	0.7	0.041	0.041	0.041	0.036	0.518
